FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
1,IP,Cannabis,Age,55+ Years,14,02/01/2021,02/28/2021,0.570902394106814,Percent
1,IP,Benzodiazepine,Age,55+ Years,14,02/01/2021,02/28/2021,0.343769183548189,Percent
1,IP,All Drugs,Age,55+ Years,15,03/01/2021,03/31/2021,26.804406203759523,Percent
1,IP,All Opioids,Age,55+ Years,15,03/01/2021,03/31/2021,2.427796350084945,Percent
1,IP,Stimulants,Age,55+ Years,15,03/01/2021,03/31/2021,0.953581410642846,Percent
1,IP,Cannabis,Age,55+ Years,15,03/01/2021,03/31/2021,0.5480352934729,Percent
1,IP,Benzodiazepine,Age,55+ Years,15,03/01/2021,03/31/2021,0.246615882062805,Percent
1,IP,All Drugs,Age,55+ Years,16,04/01/2021,04/30/2021,27.012532460200973,Percent
1,IP,All Opioids,Age,55+ Years,16,04/01/2021,04/30/2021,2.275036694140228,Percent
1,IP,Stimulants,Age,55+ Years,16,04/01/2021,04/30/2021,0.993564412329231,Percent
1,IP,Cannabis,Age,55+ Years,16,04/01/2021,04/30/2021,0.462910692107937,Percent
1,IP,Benzodiazepine,Age,55+ Years,16,04/01/2021,04/30/2021,0.265326860110647,Percent
1,IP,All Drugs,Age,55+ Years,17,05/01/2021,05/31/2021,27.228496959165945,Percent
1,IP,All Opioids,Age,55+ Years,17,05/01/2021,05/31/2021,2.322618013321749,Percent
1,IP,Stimulants,Age,55+ Years,17,05/01/2021,05/31/2021,1.100492325514046,Percent
1,IP,Cannabis,Age,55+ Years,17,05/01/2021,05/31/2021,0.608166811468288,Percent
1,IP,Benzodiazepine,Age,55+ Years,17,05/01/2021,05/31/2021,0.3706921517521,Percent
1,IP,All Drugs,Age,55+ Years,18,06/01/2021,06/30/2021,28.349748053137887,Percent
1,IP,All Opioids,Age,55+ Years,18,06/01/2021,06/30/2021,2.737059092991296,Percent
1,IP,Stimulants,Age,55+ Years,18,06/01/2021,06/30/2021,1.053595968850206,Percent
1,IP,Cannabis,Age,55+ Years,18,06/01/2021,06/30/2021,0.526797984425103,Percent
1,IP,Benzodiazepine,Age,55+ Years,18,06/01/2021,06/30/2021,0.343563902885937,Percent
1,IP,All Drugs,Age,55+ Years,19,07/01/2021,07/31/2021,27.865350193429183,Percent
1,IP,All Opioids,Age,55+ Years,19,07/01/2021,07/31/2021,2.448178301287603,Percent
1,IP,Stimulants,Age,55+ Years,19,07/01/2021,07/31/2021,0.923840868410416,Percent
1,IP,Cannabis,Age,55+ Years,19,07/01/2021,07/31/2021,0.496564466770599,Percent
1,IP,Benzodiazepine,Age,55+ Years,19,07/01/2021,07/31/2021,0.352214331081471,Percent
1,IP,All Drugs,Age,55+ Years,20,08/01/2021,08/31/2021,26.599307159353348,Percent
1,IP,All Opioids,Age,55+ Years,20,08/01/2021,08/31/2021,2.170900692840647,Percent
1,IP,Stimulants,Age,55+ Years,20,08/01/2021,08/31/2021,1.15473441108545,Percent
1,IP,Cannabis,Age,55+ Years,20,08/01/2021,08/31/2021,0.444572748267898,Percent
1,IP,Benzodiazepine,Age,55+ Years,20,08/01/2021,08/31/2021,0.300230946882217,Percent
1,IP,All Drugs,Age,55+ Years,21,09/01/2021,09/30/2021,26.83398815457691,Percent
1,IP,All Opioids,Age,55+ Years,21,09/01/2021,09/30/2021,2.392540901894095,Percent
1,IP,Stimulants,Age,55+ Years,21,09/01/2021,09/30/2021,1.05553275083563,Percent
1,IP,Cannabis,Age,55+ Years,21,09/01/2021,09/30/2021,0.545358587931742,Percent
1,IP,Benzodiazepine,Age,55+ Years,21,09/01/2021,09/30/2021,0.357708321116519,Percent
1,IP,All Drugs,Age,55+ Years,22,10/01/2021,10/31/2021,25.92956120092379,Percent
1,IP,All Opioids,Age,55+ Years,22,10/01/2021,10/31/2021,2.280600461893765,Percent
1,IP,Stimulants,Age,55+ Years,22,10/01/2021,10/31/2021,1.062355658198614,Percent
1,IP,Cannabis,Age,55+ Years,22,10/01/2021,10/31/2021,0.542725173210162,Percent
1,IP,Benzodiazepine,Age,55+ Years,22,10/01/2021,10/31/2021,0.254041570438799,Percent
1,IP,All Drugs,Age,55+ Years,23,11/01/2021,11/30/2021,26.470074013637156,Percent
1,IP,All Opioids,Age,55+ Years,23,11/01/2021,11/30/2021,2.20292557841366,Percent
1,IP,Stimulants,Age,55+ Years,23,11/01/2021,11/30/2021,0.979078034850516,Percent
1,IP,Cannabis,Age,55+ Years,23,11/01/2021,11/30/2021,0.518678244652952,Percent
1,IP,Benzodiazepine,Age,55+ Years,23,11/01/2021,11/30/2021,0.291392272276939,Percent
1,IP,All Drugs,Age,55+ Years,24,12/01/2021,12/31/2021,25.28178473398353,Percent
1,IP,All Opioids,Age,55+ Years,24,12/01/2021,12/31/2021,2.125795713367985,Percent
1,IP,Stimulants,Age,55+ Years,24,12/01/2021,12/31/2021,1.039537464229399,Percent
1,IP,Cannabis,Age,55+ Years,24,12/01/2021,12/31/2021,0.408806867955382,Percent
1,IP,Benzodiazepine,Age,55+ Years,24,12/01/2021,12/31/2021,0.37960637738714,Percent
1,IP,All Drugs,Age,55+ Years,25,01/01/2022,01/31/2022,24.657860287992385,Percent
1,IP,All Opioids,Age,55+ Years,25,01/01/2022,01/31/2022,2.368201832678805,Percent
1,IP,Stimulants,Age,55+ Years,25,01/01/2022,01/31/2022,0.96989170534333,Percent
1,IP,Cannabis,Age,55+ Years,25,01/01/2022,01/31/2022,0.493871236463168,Percent
1,IP,Benzodiazepine,Age,55+ Years,25,01/01/2022,01/31/2022,0.297512793050101,Percent
1,IP,All Drugs,Age,55+ Years,26,02/01/2022,02/28/2022,25.81592689295039,Percent
1,IP,All Opioids,Age,55+ Years,26,02/01/2022,02/28/2022,2.663185378590078,Percent
1,IP,Stimulants,Age,55+ Years,26,02/01/2022,02/28/2022,1.168407310704961,Percent
1,IP,Cannabis,Age,55+ Years,26,02/01/2022,02/28/2022,0.522193211488251,Percent
1,IP,Benzodiazepine,Age,55+ Years,26,02/01/2022,02/28/2022,0.306788511749347,Percent
1,IP,All Drugs,Age,55+ Years,27,03/01/2022,03/31/2022,27.544596012591814,Percent
1,IP,All Opioids,Age,55+ Years,27,03/01/2022,03/31/2022,2.4833857992305,Percent
1,IP,Stimulants,Age,55+ Years,27,03/01/2022,03/31/2022,1.311647429171039,Percent
1,IP,Cannabis,Age,55+ Years,27,03/01/2022,03/31/2022,0.507170339279468,Percent
1,IP,Benzodiazepine,Age,55+ Years,27,03/01/2022,03/31/2022,0.425556721464382,Percent
1,IP,All Drugs,Age,55+ Years,28,04/01/2022,04/30/2022,27.938822692512893,Percent
1,IP,All Opioids,Age,55+ Years,28,04/01/2022,04/30/2022,2.448277906218507,Percent
1,IP,Stimulants,Age,55+ Years,28,04/01/2022,04/30/2022,1.155966565890094,Percent
1,IP,Cannabis,Age,55+ Years,28,04/01/2022,04/30/2022,0.580947299780663,Percent
1,IP,Benzodiazepine,Age,55+ Years,28,04/01/2022,04/30/2022,0.373466121287569,Percent
1,IP,All Drugs,Age,55+ Years,29,05/01/2022,05/31/2022,27.71616115889543,Percent
1,IP,All Opioids,Age,55+ Years,29,05/01/2022,05/31/2022,2.433227704843821,Percent
1,IP,Stimulants,Age,55+ Years,29,05/01/2022,05/31/2022,1.120416478044364,Percent
1,IP,Cannabis,Age,55+ Years,29,05/01/2022,05/31/2022,0.537573562698053,Percent
1,IP,Benzodiazepine,Age,55+ Years,29,05/01/2022,05/31/2022,0.3168854685378,Percent
1,IP,All Drugs,Age,55+ Years,30,06/01/2022,06/30/2022,27.79504893494531,Percent
1,IP,All Opioids,Age,55+ Years,30,06/01/2022,06/30/2022,2.838226827864133,Percent
1,IP,Stimulants,Age,55+ Years,30,06/01/2022,06/30/2022,1.099597006332758,Percent
1,IP,Cannabis,Age,55+ Years,30,06/01/2022,06/30/2022,0.374208405296488,Percent
1,IP,Benzodiazepine,Age,55+ Years,30,06/01/2022,06/30/2022,0.385722510074842,Percent
1,IP,All Drugs,Age,55+ Years,31,07/01/2022,07/31/2022,27.619974802428132,Percent
1,IP,All Opioids,Age,55+ Years,31,07/01/2022,07/31/2022,2.599931279349444,Percent
1,IP,Stimulants,Age,55+ Years,31,07/01/2022,07/31/2022,1.196884663841484,Percent
1,IP,Cannabis,Age,55+ Years,31,07/01/2022,07/31/2022,0.498224716527316,Percent
1,IP,Benzodiazepine,Age,55+ Years,31,07/01/2022,07/31/2022,0.349329973657084,Percent
1,IP,All Drugs,Age,55+ Years,32,08/01/2022,08/31/2022,27.1925445165585,Percent
1,IP,All Opioids,Age,55+ Years,32,08/01/2022,08/31/2022,2.407499861319132,Percent
1,IP,Stimulants,Age,55+ Years,32,08/01/2022,08/31/2022,1.242580573584068,Percent
1,IP,Cannabis,Age,55+ Years,32,08/01/2022,08/31/2022,0.488156653908027,Percent
1,IP,Benzodiazepine,Age,55+ Years,32,08/01/2022,08/31/2022,0.321739612803018,Percent
1,IP,All Drugs,Age,55+ Years,33,09/01/2022,09/30/2022,27.20566881570541,Percent
1,IP,All Opioids,Age,55+ Years,33,09/01/2022,09/30/2022,2.514956147993263,Percent
1,IP,Stimulants,Age,55+ Years,33,09/01/2022,09/30/2022,1.126793285705988,Percent
1,IP,Cannabis,Age,55+ Years,33,09/01/2022,09/30/2022,0.493698089097984,Percent
1,IP,Benzodiazepine,Age,55+ Years,33,09/01/2022,09/30/2022,0.45884881222048,Percent
1,IP,All Drugs,Age,55+ Years,34,10/01/2022,10/31/2022,27.25173210161663,Percent
1,IP,All Opioids,Age,55+ Years,34,10/01/2022,10/31/2022,2.492077984854181,Percent
1,IP,Stimulants,Age,55+ Years,34,10/01/2022,10/31/2022,1.267522423331006,Percent
1,IP,Cannabis,Age,55+ Years,34,10/01/2022,10/31/2022,0.590794349857672,Percent
1,IP,Benzodiazepine,Age,55+ Years,34,10/01/2022,10/31/2022,0.386701756270476,Percent
1,IP,All Drugs,Age,55+ Years,35,11/01/2022,11/30/2022,27.071290944123316,Percent
1,IP,All Opioids,Age,55+ Years,35,11/01/2022,11/30/2022,2.504816955684007,Percent
1,IP,Stimulants,Age,55+ Years,35,11/01/2022,11/30/2022,1.206774160835615,Percent
1,IP,Cannabis,Age,55+ Years,35,11/01/2022,11/30/2022,0.557752763411419,Percent
1,IP,Benzodiazepine,Age,55+ Years,35,11/01/2022,11/30/2022,0.420849812392252,Percent
1,IP,All Drugs,Age,55+ Years,36,12/01/2022,12/31/2022,26.456584695430223,Percent
1,IP,All Opioids,Age,55+ Years,36,12/01/2022,12/31/2022,2.287341088695823,Percent
1,IP,Stimulants,Age,55+ Years,36,12/01/2022,12/31/2022,1.15839591616355,Percent
1,IP,Cannabis,Age,55+ Years,36,12/01/2022,12/31/2022,0.417218868109753,Percent
1,IP,Benzodiazepine,Age,55+ Years,36,12/01/2022,12/31/2022,0.333775094487802,Percent
1,IP,All Drugs,Age,55+ Years,37,01/01/2023,01/31/2023,26.671339227949105,Percent
1,IP,All Opioids,Age,55+ Years,37,01/01/2023,01/31/2023,2.259003666163468,Percent
1,IP,Stimulants,Age,55+ Years,37,01/01/2023,01/31/2023,1.240025878800949,Percent
1,IP,Cannabis,Age,55+ Years,37,01/01/2023,01/31/2023,0.522967435842139,Percent
1,IP,Benzodiazepine,Age,55+ Years,37,01/01/2023,01/31/2023,0.355833513047229,Percent
1,IP,All Drugs,Age,55+ Years,38,02/01/2023,02/28/2023,27.2922893006575,Percent
1,IP,All Opioids,Age,55+ Years,38,02/01/2023,02/28/2023,2.510460251046025,Percent
1,IP,Stimulants,Age,55+ Years,38,02/01/2023,02/28/2023,1.404662283323371,Percent
1,IP,Cannabis,Age,55+ Years,38,02/01/2023,02/28/2023,0.621637776449492,Percent
1,IP,Benzodiazepine,Age,55+ Years,38,02/01/2023,02/28/2023,0.340705319784818,Percent
1,IP,All Drugs,Age,55+ Years,39,03/01/2023,03/31/2023,27.656953074780372,Percent
1,IP,All Opioids,Age,55+ Years,39,03/01/2023,03/31/2023,2.410542104135419,Percent
1,IP,Stimulants,Age,55+ Years,39,03/01/2023,03/31/2023,1.371330619241483,Percent
1,IP,Cannabis,Age,55+ Years,39,03/01/2023,03/31/2023,0.492821941289908,Percent
1,IP,Benzodiazepine,Age,55+ Years,39,03/01/2023,03/31/2023,0.369616455967431,Percent
1,IP,All Drugs,Age,55+ Years,40,04/01/2023,04/30/2023,27.698179315522744,Percent
1,IP,All Opioids,Age,55+ Years,40,04/01/2023,04/30/2023,2.41506600763311,Percent
1,IP,Stimulants,Age,55+ Years,40,04/01/2023,04/30/2023,1.357692548332603,Percent
1,IP,Cannabis,Age,55+ Years,40,04/01/2023,04/30/2023,0.656948007257711,Percent
1,IP,Benzodiazepine,Age,55+ Years,40,04/01/2023,04/30/2023,0.394168804354627,Percent
1,IP,All Drugs,Age,55+ Years,41,05/01/2023,05/27/2023,30.00871839581517,Percent
1,IP,All Opioids,Age,55+ Years,41,05/01/2023,05/27/2023,2.214472537053182,Percent
1,IP,Stimulants,Age,55+ Years,41,05/01/2023,05/27/2023,1.307759372275501,Percent
1,IP,Cannabis,Age,55+ Years,41,05/01/2023,05/27/2023,0.48823016564952,Percent
1,IP,Benzodiazepine,Age,55+ Years,41,05/01/2023,05/27/2023,0.3487358326068,Percent
1,IP,All Drugs,Sex,Female,1,01/01/2020,01/31/2020,23.498388514503368,Percent
1,IP,All Opioids,Sex,Female,1,01/01/2020,01/31/2020,2.846957710713937,Percent
1,IP,Stimulants,Sex,Female,1,01/01/2020,01/31/2020,1.123156558257642,Percent
1,IP,Cannabis,Sex,Female,1,01/01/2020,01/31/2020,1.479636683269851,Percent
1,IP,Benzodiazepine,Sex,Female,1,01/01/2020,01/31/2020,0.444379333919328,Percent
1,IP,All Drugs,Sex,Female,2,02/01/2020,02/29/2020,24.15366270931619,Percent
1,IP,All Opioids,Sex,Female,2,02/01/2020,02/29/2020,3.266110218259112,Percent
1,IP,Stimulants,Sex,Female,2,02/01/2020,02/29/2020,1.22349525636373,Percent
1,IP,Cannabis,Sex,Female,2,02/01/2020,02/29/2020,1.451604541448494,Percent
1,IP,Benzodiazepine,Sex,Female,2,02/01/2020,02/29/2020,0.513245891440718,Percent
1,IP,All Drugs,Sex,Female,3,03/01/2020,03/31/2020,23.118527042577675,Percent
1,IP,All Opioids,Sex,Female,3,03/01/2020,03/31/2020,3.07825086306099,Percent
1,IP,Stimulants,Sex,Female,3,03/01/2020,03/31/2020,1.323360184119678,Percent
1,IP,Cannabis,Sex,Female,3,03/01/2020,03/31/2020,1.559263521288838,Percent
1,IP,Benzodiazepine,Sex,Female,3,03/01/2020,03/31/2020,0.49482163406214,Percent
1,IP,All Drugs,Sex,Female,4,04/01/2020,04/30/2020,20.509255871808005,Percent
1,IP,All Opioids,Sex,Female,4,04/01/2020,04/30/2020,2.575546937879564,Percent
1,IP,Stimulants,Sex,Female,4,04/01/2020,04/30/2020,1.302407258359552,Percent
1,IP,Cannabis,Sex,Female,4,04/01/2020,04/30/2020,1.47069583668691,Percent
1,IP,Benzodiazepine,Sex,Female,4,04/01/2020,04/30/2020,0.395112314333797,Percent
1,IP,All Drugs,Sex,Female,5,05/01/2020,05/31/2020,22.825075959570906,Percent
1,IP,All Opioids,Sex,Female,5,05/01/2020,05/31/2020,2.994977367148261,Percent
1,IP,Stimulants,Sex,Female,5,05/01/2020,05/31/2020,1.271160166180939,Percent
1,IP,Cannabis,Sex,Female,5,05/01/2020,05/31/2020,1.705214857071991,Percent
1,IP,Benzodiazepine,Sex,Female,5,05/01/2020,05/31/2020,0.576672660755255,Percent
1,IP,All Drugs,Sex,Female,6,06/01/2020,06/30/2020,22.8923881530328,Percent
1,IP,All Opioids,Sex,Female,6,06/01/2020,06/30/2020,2.865101472343812,Percent
1,IP,Stimulants,Sex,Female,6,06/01/2020,06/30/2020,1.205161730430334,Percent
1,IP,Cannabis,Sex,Female,6,06/01/2020,06/30/2020,1.6485702916264,Percent
1,IP,Benzodiazepine,Sex,Female,6,06/01/2020,06/30/2020,0.471832186913763,Percent
1,IP,All Drugs,Sex,Female,7,07/01/2020,07/31/2020,22.245852828583583,Percent
1,IP,All Opioids,Sex,Female,7,07/01/2020,07/31/2020,2.998723947256487,Percent
1,IP,Stimulants,Sex,Female,7,07/01/2020,07/31/2020,1.265418970650787,Percent
1,IP,Cannabis,Sex,Female,7,07/01/2020,07/31/2020,1.483411314334326,Percent
1,IP,Benzodiazepine,Sex,Female,7,07/01/2020,07/31/2020,0.526371756699277,Percent
1,IP,All Drugs,Sex,Female,8,08/01/2020,08/31/2020,23.093658218209505,Percent
1,IP,All Opioids,Sex,Female,8,08/01/2020,08/31/2020,2.877189165669531,Percent
1,IP,Stimulants,Sex,Female,8,08/01/2020,08/31/2020,1.261829652996845,Percent
1,IP,Cannabis,Sex,Female,8,08/01/2020,08/31/2020,1.604481670836506,Percent
1,IP,Benzodiazepine,Sex,Female,8,08/01/2020,08/31/2020,0.533014249972805,Percent
1,IP,All Drugs,Sex,Female,9,09/01/2020,09/30/2020,23.23672029975755,Percent
1,IP,All Opioids,Sex,Female,9,09/01/2020,09/30/2020,2.876350011020498,Percent
1,IP,Stimulants,Sex,Female,9,09/01/2020,09/30/2020,1.217765042979943,Percent
1,IP,Cannabis,Sex,Female,9,09/01/2020,09/30/2020,1.438175005510249,Percent
1,IP,Benzodiazepine,Sex,Female,9,09/01/2020,09/30/2020,0.562045404452281,Percent
1,IP,All Drugs,Sex,Female,10,10/01/2020,10/31/2020,22.67210768986168,Percent
1,IP,All Opioids,Sex,Female,10,10/01/2020,10/31/2020,2.983729927394139,Percent
1,IP,Stimulants,Sex,Female,10,10/01/2020,10/31/2020,1.0758386771954,Percent
1,IP,Cannabis,Sex,Female,10,10/01/2020,10/31/2020,1.589909375165616,Percent
1,IP,Benzodiazepine,Sex,Female,10,10/01/2020,10/31/2020,0.524670093804653,Percent
1,IP,All Drugs,Sex,Female,11,11/01/2020,11/30/2020,23.154741720357183,Percent
1,IP,All Opioids,Sex,Female,11,11/01/2020,11/30/2020,2.729738894540522,Percent
1,IP,Stimulants,Sex,Female,11,11/01/2020,11/30/2020,1.152933197694134,Percent
1,IP,Cannabis,Sex,Female,11,11/01/2020,11/30/2020,1.605063863456539,Percent
1,IP,Benzodiazepine,Sex,Female,11,11/01/2020,11/30/2020,0.508646998982706,Percent
1,IP,All Drugs,Sex,Female,12,12/01/2020,12/31/2020,22.939719240297272,Percent
1,IP,All Opioids,Sex,Female,12,12/01/2020,12/31/2020,2.846132672722268,Percent
1,IP,Stimulants,Sex,Female,12,12/01/2020,12/31/2020,1.194605009633911,Percent
1,IP,Cannabis,Sex,Female,12,12/01/2020,12/31/2020,1.321222130470685,Percent
1,IP,Benzodiazepine,Sex,Female,12,12/01/2020,12/31/2020,0.500963391136802,Percent
1,IP,All Drugs,Sex,Female,13,01/01/2021,01/31/2021,22.660125982496236,Percent
1,IP,All Opioids,Sex,Female,13,01/01/2021,01/31/2021,2.670159986621328,Percent
1,IP,Stimulants,Sex,Female,13,01/01/2021,01/31/2021,1.243101622164,Percent
1,IP,Cannabis,Sex,Female,13,01/01/2021,01/31/2021,1.661185127376108,Percent
1,IP,Benzodiazepine,Sex,Female,13,01/01/2021,01/31/2021,0.540721333407659,Percent
1,IP,All Drugs,Sex,Female,14,02/01/2021,02/28/2021,22.160714285714285,Percent
1,IP,All Opioids,Sex,Female,14,02/01/2021,02/28/2021,2.446428571428571,Percent
1,IP,Stimulants,Sex,Female,14,02/01/2021,02/28/2021,1.178571428571429,Percent
1,IP,Cannabis,Sex,Female,14,02/01/2021,02/28/2021,1.601190476190476,Percent
1,IP,Benzodiazepine,Sex,Female,14,02/01/2021,02/28/2021,0.452380952380952,Percent
1,IP,All Drugs,Sex,Female,15,03/01/2021,03/31/2021,23.51673167727366,Percent
1,IP,All Opioids,Sex,Female,15,03/01/2021,03/31/2021,2.827961404229111,Percent
1,IP,Stimulants,Sex,Female,15,03/01/2021,03/31/2021,1.057277766372408,Percent
1,IP,Cannabis,Sex,Female,15,03/01/2021,03/31/2021,1.529460069800862,Percent
1,IP,Benzodiazepine,Sex,Female,15,03/01/2021,03/31/2021,0.502976801478136,Percent
1,IP,All Drugs,Sex,Female,16,04/01/2021,04/30/2021,22.401762761659935,Percent
1,IP,All Opioids,Sex,Female,16,04/01/2021,04/30/2021,2.586433030795866,Percent
1,IP,Stimulants,Sex,Female,16,04/01/2021,04/30/2021,1.065001836210062,Percent
1,IP,Cannabis,Sex,Female,16,04/01/2021,04/30/2021,1.43749016316038,Percent
1,IP,Benzodiazepine,Sex,Female,16,04/01/2021,04/30/2021,0.398719899270762,Percent
1,IP,All Drugs,Sex,Female,17,05/01/2021,05/31/2021,23.6732957566734,Percent
1,IP,All Opioids,Sex,Female,17,05/01/2021,05/31/2021,2.754440072317346,Percent
1,IP,Stimulants,Sex,Female,17,05/01/2021,05/31/2021,1.127299797936829,Percent
1,IP,Cannabis,Sex,Female,17,05/01/2021,05/31/2021,1.722854408167606,Percent
1,IP,Benzodiazepine,Sex,Female,17,05/01/2021,05/31/2021,0.446665957673083,Percent
1,IP,All Drugs,Sex,Female,18,06/01/2021,06/30/2021,23.153578657808687,Percent
1,IP,All Opioids,Sex,Female,18,06/01/2021,06/30/2021,2.657393470701199,Percent
1,IP,Stimulants,Sex,Female,18,06/01/2021,06/30/2021,1.141848756941922,Percent
1,IP,Cannabis,Sex,Female,18,06/01/2021,06/30/2021,1.276794519125967,Percent
1,IP,Benzodiazepine,Sex,Female,18,06/01/2021,06/30/2021,0.487880832511548,Percent
1,IP,All Drugs,Sex,Female,19,07/01/2021,07/31/2021,22.60977245756153,Percent
1,IP,All Opioids,Sex,Female,19,07/01/2021,07/31/2021,2.662401320881275,Percent
1,IP,Stimulants,Sex,Female,19,07/01/2021,07/31/2021,1.026778803983283,Percent
1,IP,Cannabis,Sex,Female,19,07/01/2021,07/31/2021,1.264124658170373,Percent
1,IP,Benzodiazepine,Sex,Female,19,07/01/2021,07/31/2021,0.407615706103916,Percent
1,IP,All Drugs,Sex,Female,20,08/01/2021,08/31/2021,22.18433614856004,Percent
1,IP,All Opioids,Sex,Female,20,08/01/2021,08/31/2021,2.43403451712742,Percent
1,IP,Stimulants,Sex,Female,20,08/01/2021,08/31/2021,1.211771494518177,Percent
1,IP,Cannabis,Sex,Female,20,08/01/2021,08/31/2021,1.285212191155642,Percent
1,IP,Benzodiazepine,Sex,Female,20,08/01/2021,08/31/2021,0.50359334837119,Percent
1,IP,All Drugs,Sex,Female,21,09/01/2021,09/30/2021,22.334998958983967,Percent
1,IP,All Opioids,Sex,Female,21,09/01/2021,09/30/2021,2.540079117218405,Percent
1,IP,Stimulants,Sex,Female,21,09/01/2021,09/30/2021,1.15032271496981,Percent
1,IP,Cannabis,Sex,Female,21,09/01/2021,09/30/2021,1.519883406204456,Percent
1,IP,Benzodiazepine,Sex,Female,21,09/01/2021,09/30/2021,0.437226733291693,Percent
1,IP,All Drugs,Sex,Female,22,10/01/2021,10/31/2021,22.309669972191614,Percent
1,IP,All Opioids,Sex,Female,22,10/01/2021,10/31/2021,2.476520279133218,Percent
1,IP,Stimulants,Sex,Female,22,10/01/2021,10/31/2021,1.080854189621701,Percent
1,IP,Cannabis,Sex,Female,22,10/01/2021,10/31/2021,1.45862846948948,Percent
1,IP,Benzodiazepine,Sex,Female,22,10/01/2021,10/31/2021,0.409255469856761,Percent
1,IP,All Drugs,Sex,Female,23,11/01/2021,11/30/2021,21.787679932260794,Percent
1,IP,All Opioids,Sex,Female,23,11/01/2021,11/30/2021,2.265029635901778,Percent
1,IP,Stimulants,Sex,Female,23,11/01/2021,11/30/2021,1.010795935647756,Percent
1,IP,Cannabis,Sex,Female,23,11/01/2021,11/30/2021,1.460626587637595,Percent
1,IP,Benzodiazepine,Sex,Female,23,11/01/2021,11/30/2021,0.343988145639289,Percent
1,IP,All Drugs,Sex,Female,24,12/01/2021,12/31/2021,21.097640181857543,Percent
1,IP,All Opioids,Sex,Female,24,12/01/2021,12/31/2021,2.37064299631955,Percent
1,IP,Stimulants,Sex,Female,24,12/01/2021,12/31/2021,0.952587140073609,Percent
1,IP,Cannabis,Sex,Female,24,12/01/2021,12/31/2021,1.255683048278848,Percent
1,IP,Benzodiazepine,Sex,Female,24,12/01/2021,12/31/2021,0.411344446849968,Percent
1,IP,All Drugs,Sex,Female,25,01/01/2022,01/31/2022,21.479591836734695,Percent
1,IP,All Opioids,Sex,Female,25,01/01/2022,01/31/2022,2.5,Percent
1,IP,Stimulants,Sex,Female,25,01/01/2022,01/31/2022,1.037414965986394,Percent
1,IP,Cannabis,Sex,Female,25,01/01/2022,01/31/2022,1.422902494331066,Percent
1,IP,Benzodiazepine,Sex,Female,25,01/01/2022,01/31/2022,0.481859410430839,Percent
1,IP,All Drugs,Sex,Female,26,02/01/2022,02/28/2022,22.01906830798938,Percent
1,IP,All Opioids,Sex,Female,26,02/01/2022,02/28/2022,2.715423606082549,Percent
1,IP,Stimulants,Sex,Female,26,02/01/2022,02/28/2022,1.10427226647357,Percent
1,IP,Cannabis,Sex,Female,26,02/01/2022,02/28/2022,1.49046584600531,Percent
1,IP,Benzodiazepine,Sex,Female,26,02/01/2022,02/28/2022,0.464639150374125,Percent
1,IP,All Drugs,Sex,Female,27,03/01/2022,03/31/2022,22.57243433522881,Percent
1,IP,All Opioids,Sex,Female,27,03/01/2022,03/31/2022,2.464121310587598,Percent
1,IP,Stimulants,Sex,Female,27,03/01/2022,03/31/2022,1.299756295694557,Percent
1,IP,Cannabis,Sex,Female,27,03/01/2022,03/31/2022,1.370159761711346,Percent
1,IP,Benzodiazepine,Sex,Female,27,03/01/2022,03/31/2022,0.611968589222854,Percent
1,IP,All Drugs,Sex,Female,28,04/01/2022,04/30/2022,23.200479146248504,Percent
1,IP,All Opioids,Sex,Female,28,04/01/2022,04/30/2022,2.390286398780355,Percent
1,IP,Stimulants,Sex,Female,28,04/01/2022,04/30/2022,1.192420777523685,Percent
1,IP,Cannabis,Sex,Female,28,04/01/2022,04/30/2022,1.562670151366656,Percent
1,IP,Benzodiazepine,Sex,Female,28,04/01/2022,04/30/2022,0.490035935968638,Percent
1,IP,All Drugs,Sex,Female,29,05/01/2022,05/31/2022,23.35248744629083,Percent
1,IP,All Opioids,Sex,Female,29,05/01/2022,05/31/2022,2.510741833618057,Percent
1,IP,Stimulants,Sex,Female,29,05/01/2022,05/31/2022,1.149246777449915,Percent
1,IP,Cannabis,Sex,Female,29,05/01/2022,05/31/2022,1.387378992597194,Percent
1,IP,Benzodiazepine,Sex,Female,29,05/01/2022,05/31/2022,0.502148366723611,Percent
1,IP,All Drugs,Sex,Female,30,06/01/2022,06/30/2022,23.166648666162654,Percent
1,IP,All Opioids,Sex,Female,30,06/01/2022,06/30/2022,2.791878172588833,Percent
1,IP,Stimulants,Sex,Female,30,06/01/2022,06/30/2022,1.30683659142456,Percent
1,IP,Cannabis,Sex,Female,30,06/01/2022,06/30/2022,1.279835835403391,Percent
1,IP,Benzodiazepine,Sex,Female,30,06/01/2022,06/30/2022,0.523814666810671,Percent
1,IP,All Drugs,Sex,Female,31,07/01/2022,07/31/2022,22.615890527209082,Percent
1,IP,All Opioids,Sex,Female,31,07/01/2022,07/31/2022,2.556486687175136,Percent
1,IP,Stimulants,Sex,Female,31,07/01/2022,07/31/2022,1.209292457833882,Percent
1,IP,Cannabis,Sex,Female,31,07/01/2022,07/31/2022,1.219900286411372,Percent
1,IP,Benzodiazepine,Sex,Female,31,07/01/2022,07/31/2022,0.434920971677098,Percent
1,IP,All Drugs,Sex,Female,32,08/01/2022,08/31/2022,22.328392128505758,Percent
